onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1	2.5	0	3	1.26	8	2	1
6	2.5	0	3	1.39	8	2	2
11	2.5	0	3	0.84	3	1	1
16	2.5	0	3	0.89	3	1	2
21	2.5	0	3	0.94	5	1	1
26	2.5	0	3	1.48	5	1	2
41	2.5	0	3	0.91	6	1	1
46.001	2.5	0	3	1	6	1	2
51.002	2.5	1	0	1.8	7	2	1
56	2.5	0	3	1.68	7	2	2
61	2.5	0	3	1.33	9	2	1
66	2.5	0	3	1.3	9	2	2
71	2.5	0	3	1.4	8	2	1
76	2.5	0	3	1.21	8	2	2
81	2.5	0	3	1.51	12	2	1
86	2.5	0	3	1.28	12	2	2
91	2.5	0	3	1.24	9	2	1
96	2.5	0	3	1.23	9	2	2
101	2.5	0	3	1.43	11	2	1
106	2.5	0	3	1.24	11	2	2
111	2.5	0	3	0.87	2	1	1
116	2.5	0	3	0.92	2	1	2
121	2.5	1	0	1.65	10	2	1
126	2.5	0	3	1.66	10	2	2
131	2.5	0	3	1.41	7	2	1
136.001	2.5	0	3	1.68	7	2	2
141	2.5	0	3	1.27	8	2	1
146	2.5	0	3	1.27	8	2	2
161	2.5	0	3	0.81	3	1	1
166.002	2.5	0	3	0.79	3	1	2
171.002	2.5	1	0	0.83	3	1	1
176	2.5	0	3	0.82	3	1	2
181	2.5	0	3	0.9	1	1	1
186	2.5	1	0	0.93	1	1	2
191	2.5	0	3	1.04	5	1	1
196	2.5	0	3	0.98	5	1	2
201.001	2.5	0	3	0.78	4	1	1
206	2.5	0	3	0.76	4	1	2
211	2.5	0	3	0.71	4	1	1
216	2.5	0	3	0.73	4	1	2
221	2.5	1	0	0.9	1	1	1
226	2.5	0	3	1.01	1	1	2
231	2.5	0	3	1.49	10	2	1
236	2.5	0	3	1.67	10	2	2
241	2.5	0	3	0.88	6	1	1
246	2.5	0	3	0.9	6	1	2
251.001	2.5	0	3	1.48	7	2	1
256	2.5	0	3	1.5	7	2	2
261	2.5	1	0	1.37	9	2	1
266	2.5	1	0	1.55	9	2	2
271	2.5	0	3	1.42	11	2	1
276	2.5	0	3	1.31	11	2	2
281.001	2.5	0	3	0.83	2	1	1
286	2.5	0	3	0.83	2	1	2
291	2.5	0	3	1.46	12	2	1
296	2.5	1	0	2.04	12	2	2
311	2.5	0	3	1.33	11	2	1
316	2.5	1	0	2.79	11	2	2
321	2.5	0	3	1.52	12	2	1
326	2.5	0	3	1.67	12	2	2
331	2.5	0	3	0.99	6	1	1
336	2.5	0	3	1.06	6	1	2
341	2.5	1	0	1.56	2	1	1
346	2.5	0	3	1.12	2	1	2
361.002	2.5	0	3	1.51	10	2	1
366	2.5	0	3	1.72	10	2	2
371.001	2.5	0	3	0.86	4	1	1
376	2.5	0	3	0.82	4	1	2
391	2.5	0	3	1.02	1	1	1
396	2.5	1	0	1.51	1	1	2
401	2.5	0	3	1.04	5	1	1
406	2.5	1	0	1.73	5	1	2
